/,exploits/multi/elasticsearch/script_mvel_rce,[]
/,exploits/multi/http/sonicwall_gms_upload,[]
/SiteScope/,exploits/multi/http/hp_sitescope_issuesiebelcmd,[]
/bf102/,exploits/multi/http/php_volunteer_upload_exec,[]
/mediawiki,exploits/multi/http/mediawiki_thumb,[]
/sflog/,exploits/multi/http/sflog_upload_exec,[]
/x7chat2,exploits/multi/http/x7chat2_php_exec,[USERNAME+PASSWORD]
/,exploits/multi/http/vtiger_install_rce,[]
/qdPM/,exploits/multi/http/qdpm_upload_exec,[]
/AjaXplorer-2.5.5/,exploits/multi/http/ajaxplorer_checkinstall_exec,[]
/mobilecartly/,exploits/multi/http/mobilecartly_upload_exec,[]
/,exploits/multi/http/openfire_auth_bypass,[]
/vtigercrm/,exploits/multi/http/vtiger_soap_upload,[]
/testlink-1.9.3/,exploits/multi/http/testlink_upload_exec,[]
/vtigercrm/,exploits/multi/http/vtiger_php_exec,[]
/jos.php,exploits/multi/http/v0pcr3w_exec,[]
/manager,exploits/multi/http/tomcat_mgr_upload,[]
/phpwiki,exploits/multi/http/phpwiki_ploticus_exec,[]
/struts2-blank/example/HelloWorld.action,exploits/multi/http/struts_default_action_mapper,[]
/wikka/,exploits/multi/http/wikka_spam_exec,[]
/IDC.php,exploits/multi/http/stunshell_eval,[]
/invoker/JMXInvokerServlet,exploits/multi/http/jboss_invoke_deploy,[]
/struts2-blank/example/HelloWorld.action,exploits/multi/http/struts_include_params,[]
/,exploits/multi/http/gitlab_shell_exec,[]
/IDC.php,exploits/multi/http/stunshell_exec,[]
/interface/,exploits/multi/http/mutiny_subnetmask_exec,[]
/,exploits/multi/http/cisco_dcnm_upload,[]
/Auxiliumpetratepro/,exploits/multi/http/auxilium_upload_exec,[]
/openx/,exploits/multi/http/openx_backdoor_php,[]
/phptax/,exploits/multi/http/phptax_exec,[]
/,exploits/multi/http/rails_secret_deserialization,[]
/roller,exploits/multi/http/apache_roller_ognl_injection,[]
/,exploits/multi/http/dexter_casinoloader_exec,[]
/struts2-blank/example/HelloWorld.action,exploits/multi/http/struts_dev_mode,[]
/appRain-q-0.1.5,exploits/multi/http/apprain_upload_exec,[]
/polarbearcms,exploits/multi/http/polarcms_upload_exec,[]
/com_extplorer_2.1.0/,exploits/multi/http/extplorer_upload_exec,[]
/,exploits/multi/http/drupal_drupageddon,[]
/log1cms2.0/,exploits/multi/http/log1cms_ajax_create_folder,[]
/kordil_edms/,exploits/multi/http/kordil_edms_upload_exec,[]
/glossword/1.8/,exploits/multi/http/glossword_upload_exec,[]
/glpi/,exploits/multi/http/glpi_install_rce,[]
/,exploits/multi/http/mantisbt_php_exec,[]
/mt,exploits/multi/http/movabletype_upgrade_exec,[]
/,exploits/multi/http/uptime_file_upload,[]
/jenkins/,exploits/multi/http/jenkins_script_console,[]
/SiteScope/,exploits/multi/http/hp_sitescope_uploadfileshandler,[]
/blank-struts2/login.action,exploits/multi/http/struts_code_exec_parameters,[]
/cuteflow_v.2.11.2/,exploits/multi/http/cuteflow_upload_exec,[]
/moodle/,exploits/multi/http/moodle_cmd_exec,[PASSWORD]
/,exploits/multi/http/rails_json_yaml_code_exec,[]
/phpmyadmin/,exploits/multi/http/phpmyadmin_preg_replace,[]
/pandora_console/,exploits/multi/http/pandora_upload_exec,[]
/gestioip/,exploits/multi/http/gestioip_exec,[]
/zabbix/,exploits/multi/http/zabbix_script_exec,[]
/,exploits/multi/http/hyperic_hq_script_console,[]
/struts2-blank/example/HelloWorld.action,exploits/multi/http/struts_code_exec_classloader,[]
/,exploits/multi/http/ispconfig_php_exec,[]
/www/,exploits/multi/http/webpagetest_upload_exec,[]
/,exploits/windows/scada/ge_proficy_cimplicity_gefebt,[]
/,exploits/windows/antivirus/symantec_endpoint_manager_rce,[]
/index.jsp,exploits/windows/http/bea_weblogic_post_bof,[]
/,exploits/windows/http/rejetto_hfs_exec,[]
/imc,exploits/windows/http/hp_imc_mibfileupload,[]
/,exploits/windows/http/avaya_ccr_imageupload_exec,[]
/,exploits/windows/http/sysax_create_folder,[]
/ctc/servlet,exploits/windows/http/sap_configservlet_exec_noauth,[]
/,exploits/windows/http/lexmark_markvision_gfd_upload,[]
/d4d/statusFilter.php,exploits/windows/http/sonicwall_scrutinizer_sqli,[]
/php/test.php,exploits/windows/http/php_apache_request_headers_bof,[]
/,exploits/windows/http/jira_collector_traversal,[]
/cms400min/,exploits/windows/http/ektron_xslt_exec,[]
/ws/control,exploits/windows/http/oracle_endeca_exec,[]
/,exploits/windows/http/cyclope_ess_sqli,[]
/,exploits/windows/http/novell_mdm_lfi,[]
/vfolder.ghp,exploits/windows/http/efs_fmws_userid_bof,[]
/umbraco/,exploits/windows/http/umbraco_upload_aspx,[]
/SiteScope/,exploits/windows/http/hp_sitescope_runomagentcommand,[]
/autopass,exploits/windows/http/hp_autopass_license_traversal,[]
/soap,exploits/freebsd/misc/citrix_netscaler_soap_bof,[]
/,exploits/linux/antivirus/escan_password_exec,[]
/pandora_console/,exploits/linux/http/pandora_fms_sqli,[]
/vcms/,exploits/linux/http/vcms_upload,[]
/,exploits/linux/http/pandora_fms_exec,[]
/,exploits/linux/http/sophos_wpa_iface_exec,[]
/WeBid,exploits/linux/http/webid_converter,[]
/,exploits/linux/http/astium_sqli_upload,[]
/WebCalendar-1.2.4/,exploits/linux/http/webcalendar_settings_exec,[]
